,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
5613,1148,No;lifeguards;dentists/Some not;dentists;plumbers,No;lifeguards;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|Most;lifeguards;plumbers|Most;plumbers;lifeguards|Most not;lifeguards;plumbers|Most not;plumbers;lifeguards|NVC,syllogistic-generalized,single-choice,22_participant_15,138,4661.0,EO1,Eac,female,masters,7,90,95,85,no,I would reverse the negative.,no,36,95,25,yes,"Just, as I mentioned before, the frustration of not knowing if the answers were correct ot not!",,3,EO,ue,E,u,False,False,2022,False
5614,1149,No;drillers;nurses/Some;actors;drillers,No;actors;nurses,All;nurses;actors|All;actors;nurses|No;nurses;actors|No;actors;nurses|Some;nurses;actors|Some;actors;nurses|Some not;nurses;actors|Some not;actors;nurses|Most;nurses;actors|Most;actors;nurses|Most not;nurses;actors|Most not;actors;nurses|NVC,syllogistic-generalized,single-choice,22_participant_15,139,3834.0,EI2,Eca,female,masters,7,90,95,85,no,I would reverse the negative.,no,36,95,25,yes,"Just, as I mentioned before, the frustration of not knowing if the answers were correct ot not!",,3,EI,ue,E,u,False,True,2022,False
5615,1150,Some;poets;cashiers/Some not;waiters;poets,Some;waiters;cashiers,All;cashiers;waiters|All;waiters;cashiers|No;cashiers;waiters|No;waiters;cashiers|Some;cashiers;waiters|Some;waiters;cashiers|Some not;cashiers;waiters|Some not;waiters;cashiers|Most;cashiers;waiters|Most;waiters;cashiers|Most not;cashiers;waiters|Most not;waiters;cashiers|NVC,syllogistic-generalized,single-choice,22_participant_15,140,3861.0,IO2,Ica,female,masters,7,90,95,85,no,I would reverse the negative.,no,36,95,25,yes,"Just, as I mentioned before, the frustration of not knowing if the answers were correct ot not!",,3,IO,ee,I,e,False,False,2022,False
5617,1152,All;sculptors;bakers/All;sculptors;gamblers,All;bakers;gamblers,All;bakers;gamblers|All;gamblers;bakers|No;bakers;gamblers|No;gamblers;bakers|Some;bakers;gamblers|Some;gamblers;bakers|Some not;bakers;gamblers|Some not;gamblers;bakers|Most;bakers;gamblers|Most;gamblers;bakers|Most not;bakers;gamblers|Most not;gamblers;bakers|NVC,syllogistic-generalized,single-choice,22_participant_16,0,9785.0,AA4,Aac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AA,uu,A,u,False,True,2022,False
5620,1155,Some;riders;joggers/No;joggers;counselors,NVC,All;riders;counselors|All;counselors;riders|No;riders;counselors|No;counselors;riders|Some;riders;counselors|Some;counselors;riders|Some not;riders;counselors|Some not;counselors;riders|Most;riders;counselors|Most;counselors;riders|Most not;riders;counselors|Most not;counselors;riders|NVC,syllogistic-generalized,single-choice,22_participant_16,3,29709.0,IE1,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EI,ue,NVC,NVC,False,True,2022,False
5621,1156,No;engineers;fencers/No;campers;fencers,NVC,All;engineers;campers|All;campers;engineers|No;engineers;campers|No;campers;engineers|Some;engineers;campers|Some;campers;engineers|Some not;engineers;campers|Some not;campers;engineers|Most;engineers;campers|Most;campers;engineers|Most not;engineers;campers|Most not;campers;engineers|NVC,syllogistic-generalized,single-choice,22_participant_16,4,32861.0,EE3,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EE,uu,NVC,NVC,True,False,2022,False
5624,1159,Some;athletes;hunters/All;lawyers;athletes,Some;lawyers;hunters,All;hunters;lawyers|All;lawyers;hunters|No;hunters;lawyers|No;lawyers;hunters|Some;hunters;lawyers|Some;lawyers;hunters|Some not;hunters;lawyers|Some not;lawyers;hunters|Most;hunters;lawyers|Most;lawyers;hunters|Most not;hunters;lawyers|Most not;lawyers;hunters|NVC,syllogistic-generalized,single-choice,22_participant_16,7,4477.0,IA2,Ica,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AI,ue,I,e,False,False,2022,False
5628,1163,No;barbers;jugglers/No;jugglers;investors,NVC,All;barbers;investors|All;investors;barbers|No;barbers;investors|No;investors;barbers|Some;barbers;investors|Some;investors;barbers|Some not;barbers;investors|Some not;investors;barbers|Most;barbers;investors|Most;investors;barbers|Most not;barbers;investors|Most not;investors;barbers|NVC,syllogistic-generalized,single-choice,22_participant_16,11,13178.0,EE1,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EE,uu,NVC,NVC,True,False,2022,False
5629,1164,No;boxers;actuaries/No;boxers;opticians,NVC,All;actuaries;opticians|All;opticians;actuaries|No;actuaries;opticians|No;opticians;actuaries|Some;actuaries;opticians|Some;opticians;actuaries|Some not;actuaries;opticians|Some not;opticians;actuaries|Most;actuaries;opticians|Most;opticians;actuaries|Most not;actuaries;opticians|Most not;opticians;actuaries|NVC,syllogistic-generalized,single-choice,22_participant_16,12,6103.0,EE4,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EE,uu,NVC,NVC,True,False,2022,False
5630,1165,No;florists;editors/All;soldiers;florists,No;soldiers;editors,All;editors;soldiers|All;soldiers;editors|No;editors;soldiers|No;soldiers;editors|Some;editors;soldiers|Some;soldiers;editors|Some not;editors;soldiers|Some not;soldiers;editors|Most;editors;soldiers|Most;soldiers;editors|Most not;editors;soldiers|Most not;soldiers;editors|NVC,syllogistic-generalized,single-choice,22_participant_16,13,22848.0,EA2,Eca,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AE,uu,E,u,True,True,2022,False
5634,1169,All;writers;drivers/Some;writers;hikers,Some;drivers;hikers,All;drivers;hikers|All;hikers;drivers|No;drivers;hikers|No;hikers;drivers|Some;drivers;hikers|Some;hikers;drivers|Some not;drivers;hikers|Some not;hikers;drivers|Most;drivers;hikers|Most;hikers;drivers|Most not;drivers;hikers|Most not;hikers;drivers|NVC,syllogistic-generalized,single-choice,22_participant_16,17,4195.0,AI4,Iac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AI,ue,I,e,True,True,2022,False
5635,1170,No;bankers;golfers/Some;teachers;golfers,NVC,All;bankers;teachers|All;teachers;bankers|No;bankers;teachers|No;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|Some not;bankers;teachers|Some not;teachers;bankers|Most;bankers;teachers|Most;teachers;bankers|Most not;bankers;teachers|Most not;teachers;bankers|NVC,syllogistic-generalized,single-choice,22_participant_16,18,1863.0,EI3,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EI,ue,NVC,NVC,False,True,2022,False
5638,1173,No;cleaners;painters/Some not;auditors;cleaners,NVC,All;painters;auditors|All;auditors;painters|No;painters;auditors|No;auditors;painters|Some;painters;auditors|Some;auditors;painters|Some not;painters;auditors|Some not;auditors;painters|Most;painters;auditors|Most;auditors;painters|Most not;painters;auditors|Most not;auditors;painters|NVC,syllogistic-generalized,single-choice,22_participant_16,21,2602.0,EO2,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EO,ue,NVC,NVC,True,False,2022,False
5639,1174,All;hikers;writers/Some;writers;drivers,Some;hikers;drivers,All;hikers;drivers|All;drivers;hikers|No;hikers;drivers|No;drivers;hikers|Some;hikers;drivers|Some;drivers;hikers|Some not;hikers;drivers|Some not;drivers;hikers|Most;hikers;drivers|Most;drivers;hikers|Most not;hikers;drivers|Most not;drivers;hikers|NVC,syllogistic-generalized,single-choice,22_participant_16,22,3372.0,AI1,Iac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AI,ue,I,e,False,False,2022,False
5640,1175,All;poets;cashiers/All;cashiers;waiters,All;poets;waiters,All;poets;waiters|All;waiters;poets|No;poets;waiters|No;waiters;poets|Some;poets;waiters|Some;waiters;poets|Some not;poets;waiters|Some not;waiters;poets|Most;poets;waiters|Most;waiters;poets|Most not;poets;waiters|Most not;waiters;poets|NVC,syllogistic-generalized,single-choice,22_participant_16,23,3301.0,AA1,Aac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AA,uu,A,u,True,True,2022,False
5641,1176,Some not;dancers;boxers/Some not;boxers;typists,Some not;dancers;typists,All;dancers;typists|All;typists;dancers|No;dancers;typists|No;typists;dancers|Some;dancers;typists|Some;typists;dancers|Some not;dancers;typists|Some not;typists;dancers|Most;dancers;typists|Most;typists;dancers|Most not;dancers;typists|Most not;typists;dancers|NVC,syllogistic-generalized,single-choice,22_participant_16,24,4250.0,OO1,Oac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,OO,ee,O,e,False,False,2022,False
5642,1177,Some;cleaners;painters/Some not;auditors;painters,NVC,All;cleaners;auditors|All;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|Most;cleaners;auditors|Most;auditors;cleaners|Most not;cleaners;auditors|Most not;auditors;cleaners|NVC,syllogistic-generalized,single-choice,22_participant_16,25,27890.0,IO3,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,IO,ee,NVC,NVC,True,False,2022,False
5648,1183,No;potters;sailors/Some not;chemists;sailors,Some;chemists;potters,All;potters;chemists|All;chemists;potters|No;potters;chemists|No;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|Most;potters;chemists|Most;chemists;potters|Most not;potters;chemists|Most not;chemists;potters|NVC,syllogistic-generalized,single-choice,22_participant_16,31,3576.0,EO3,Ica,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EO,ue,I,e,False,False,2022,False
5650,1185,Some;dentists;plumbers/No;dentists;lifeguards,NVC,All;plumbers;lifeguards|All;lifeguards;plumbers|No;plumbers;lifeguards|No;lifeguards;plumbers|Some;plumbers;lifeguards|Some;lifeguards;plumbers|Some not;plumbers;lifeguards|Some not;lifeguards;plumbers|Most;plumbers;lifeguards|Most;lifeguards;plumbers|Most not;plumbers;lifeguards|Most not;lifeguards;plumbers|NVC,syllogistic-generalized,single-choice,22_participant_16,33,2046.0,IE4,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EI,ue,NVC,NVC,False,True,2022,False
5655,1190,All;pilots;singers/Some not;pilots;tailors,Some not;singers;tailors,All;singers;tailors|All;tailors;singers|No;singers;tailors|No;tailors;singers|Some;singers;tailors|Some;tailors;singers|Some not;singers;tailors|Some not;tailors;singers|Most;singers;tailors|Most;tailors;singers|Most not;singers;tailors|Most not;tailors;singers|NVC,syllogistic-generalized,single-choice,22_participant_16,38,9277.0,AO4,Oac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AO,ue,O,e,True,True,2022,False
5658,1193,Some;tutors;packers/Some;butchers;packers,NVC,All;tutors;butchers|All;butchers;tutors|No;tutors;butchers|No;butchers;tutors|Some;tutors;butchers|Some;butchers;tutors|Some not;tutors;butchers|Some not;butchers;tutors|Most;tutors;butchers|Most;butchers;tutors|Most not;tutors;butchers|Most not;butchers;tutors|NVC,syllogistic-generalized,single-choice,22_participant_16,41,14324.0,II3,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,II,ee,NVC,NVC,True,False,2022,False
5659,1194,Some not;athletes;lawyers/Some;hunters;athletes,Some not;hunters;lawyers,All;lawyers;hunters|All;hunters;lawyers|No;lawyers;hunters|No;hunters;lawyers|Some;lawyers;hunters|Some;hunters;lawyers|Some not;lawyers;hunters|Some not;hunters;lawyers|Most;lawyers;hunters|Most;hunters;lawyers|Most not;lawyers;hunters|Most not;hunters;lawyers|NVC,syllogistic-generalized,single-choice,22_participant_16,42,6330.0,OI2,Oca,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,IO,ee,O,e,False,False,2022,False
5660,1195,Some;farmers;scholars/Some;assistants;farmers,Some;assistants;scholars,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,22_participant_16,43,4277.0,II2,Ica,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,II,ee,I,e,False,False,2022,False
5662,1197,Some not;dancers;typists/Some not;boxers;dancers,Some not;boxers;typists,All;typists;boxers|All;boxers;typists|No;typists;boxers|No;boxers;typists|Some;typists;boxers|Some;boxers;typists|Some not;typists;boxers|Some not;boxers;typists|Most;typists;boxers|Most;boxers;typists|Most not;typists;boxers|Most not;boxers;typists|NVC,syllogistic-generalized,single-choice,22_participant_16,45,22019.0,OO2,Oca,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,OO,ee,O,e,False,False,2022,False
5664,1199,Some;brewers;judges/All;judges;porters,Some;brewers;porters,All;brewers;porters|All;porters;brewers|No;brewers;porters|No;porters;brewers|Some;brewers;porters|Some;porters;brewers|Some not;brewers;porters|Some not;porters;brewers|Most;brewers;porters|Most;porters;brewers|Most not;brewers;porters|Most not;porters;brewers|NVC,syllogistic-generalized,single-choice,22_participant_16,47,3090.0,IA1,Iac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AI,ue,I,e,True,True,2022,False
5667,1202,Some;students;cyclists/No;buyers;cyclists,NVC,All;students;buyers|All;buyers;students|No;students;buyers|No;buyers;students|Some;students;buyers|Some;buyers;students|Some not;students;buyers|Some not;buyers;students|Most;students;buyers|Most;buyers;students|Most not;students;buyers|Most not;buyers;students|NVC,syllogistic-generalized,single-choice,22_participant_16,50,1945.0,IE3,NVC,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,EI,ue,NVC,NVC,False,True,2022,False
5668,1203,All;chemists;potters/No;chemists;sailors,No;potters;sailors,All;potters;sailors|All;sailors;potters|No;potters;sailors|No;sailors;potters|Some;potters;sailors|Some;sailors;potters|Some not;potters;sailors|Some not;sailors;potters|Most;potters;sailors|Most;sailors;potters|Most not;potters;sailors|Most not;sailors;potters|NVC,syllogistic-generalized,single-choice,22_participant_16,51,4908.0,AE4,Eac,male,bachelors,25,80,88,70,yes,All analysts are joggers means they can be classifed as the same so a bit like  analysts = joggers so if some joggers are potters it must be true that some analysts are potters,no,72,85,40,yes,Wow it was certainly tough and took quite some concentration - so much so that it felt like I was thinking really hard,No I haven't,1,AE,uu,E,u,False,True,2022,False
5672,1207,Some;actors;nurses/Some;nurses;drillers,Some;actors;drillers,All;actors;drillers|All;drillers;actors|No;actors;drillers|No;drillers;actors|Some;actors;drillers|Some;drillers;actors|Some not;actors;drillers|Some not;drillers;actors|Most;actors;drillers|Most;drillers;actors|Most not;actors;drillers|Most not;drillers;actors|NVC,syllogistic-generalized,single-choice,22_participant_16,54,3393.0,II1,Iac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,II,ee,I,e,False,False,2022,False
5673,1208,Some not;artists;surfers/Some not;artists;planners,Most;surfers;planners,All;surfers;planners|All;planners;surfers|No;surfers;planners|No;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|Most;surfers;planners|Most;planners;surfers|Most not;surfers;planners|Most not;planners;surfers|NVC,syllogistic-generalized,single-choice,22_participant_16,55,5854.0,OO4,Tac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,OO,ee,T,g,False,False,2022,False
5674,1209,All;students;buyers/Some not;buyers;cyclists,Some not;students;cyclists,All;students;cyclists|All;cyclists;students|No;students;cyclists|No;cyclists;students|Some;students;cyclists|Some;cyclists;students|Some not;students;cyclists|Some not;cyclists;students|Most;students;cyclists|Most;cyclists;students|Most not;students;cyclists|Most not;cyclists;students|NVC,syllogistic-generalized,single-choice,22_participant_16,56,18187.0,AO1,Oac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,O,e,False,False,2022,False
5675,1210,All;hikers;writers/Some;drivers;hikers,Some;drivers;writers,All;writers;drivers|All;drivers;writers|No;writers;drivers|No;drivers;writers|Some;writers;drivers|Some;drivers;writers|Some not;writers;drivers|Some not;drivers;writers|Most;writers;drivers|Most;drivers;writers|Most not;writers;drivers|Most not;drivers;writers|NVC,syllogistic-generalized,single-choice,22_participant_16,57,4433.0,AI2,Ica,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AI,ue,I,e,True,True,2022,False
5676,1211,Some;skaters;climbers/Some;skaters;therapists,Most;climbers;therapists,All;climbers;therapists|All;therapists;climbers|No;climbers;therapists|No;therapists;climbers|Some;climbers;therapists|Some;therapists;climbers|Some not;climbers;therapists|Some not;therapists;climbers|Most;climbers;therapists|Most;therapists;climbers|Most not;climbers;therapists|Most not;therapists;climbers|NVC,syllogistic-generalized,single-choice,22_participant_16,58,6012.0,II4,Tac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,II,ee,T,g,False,False,2022,False
5677,1212,Some;scholars;farmers/No;assistants;scholars,Some;assistants;farmers,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,22_participant_16,59,3838.0,IE2,Ica,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EI,ue,I,e,False,True,2022,False
5678,1213,Some not;boxers;typists/All;typists;dancers,Most;boxers;dancers,All;boxers;dancers|All;dancers;boxers|No;boxers;dancers|No;dancers;boxers|Some;boxers;dancers|Some;dancers;boxers|Some not;boxers;dancers|Some not;dancers;boxers|Most;boxers;dancers|Most;dancers;boxers|Most not;boxers;dancers|Most not;dancers;boxers|NVC,syllogistic-generalized,single-choice,22_participant_16,60,3783.0,OA1,Tac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,T,g,False,False,2022,False
5679,1214,No;sailors;potters/Some not;sailors;chemists,Some not;potters;chemists,All;potters;chemists|All;chemists;potters|No;potters;chemists|No;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|Most;potters;chemists|Most;chemists;potters|Most not;potters;chemists|Most not;chemists;potters|NVC,syllogistic-generalized,single-choice,22_participant_16,61,3941.0,EO4,Oac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EO,ue,O,e,False,False,2022,False
5681,1216,No;drillers;actors/Some;drillers;nurses,NVC,All;actors;nurses|All;nurses;actors|No;actors;nurses|No;nurses;actors|Some;actors;nurses|Some;nurses;actors|Some not;actors;nurses|Some not;nurses;actors|Most;actors;nurses|Most;nurses;actors|Most not;actors;nurses|Most not;nurses;actors|NVC,syllogistic-generalized,single-choice,22_participant_16,63,3232.0,EI4,NVC,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EI,ue,NVC,NVC,False,True,2022,False
5683,1218,Some not;joggers;counselors/No;riders;joggers,NVC,All;counselors;riders|All;riders;counselors|No;counselors;riders|No;riders;counselors|Some;counselors;riders|Some;riders;counselors|Some not;counselors;riders|Some not;riders;counselors|Most;counselors;riders|Most;riders;counselors|Most not;counselors;riders|Most not;riders;counselors|NVC,syllogistic-generalized,single-choice,22_participant_16,65,1866.0,OE2,NVC,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,EO,ue,NVC,NVC,True,False,2022,False
5684,1219,All;poets;skaters/Some not;miners;poets,Some not;miners;skaters,All;skaters;miners|All;miners;skaters|No;skaters;miners|No;miners;skaters|Some;skaters;miners|Some;miners;skaters|Some not;skaters;miners|Some not;miners;skaters|Most;skaters;miners|Most;miners;skaters|Most not;skaters;miners|Most not;miners;skaters|NVC,syllogistic-generalized,single-choice,22_participant_16,66,3659.0,AO2,Oca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,O,e,False,False,2022,False
5689,1224,Some not;managers;models/All;clerks;models,Most;managers;clerks,All;managers;clerks|All;clerks;managers|No;managers;clerks|No;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|Most;managers;clerks|Most;clerks;managers|Most not;managers;clerks|Most not;clerks;managers|NVC,syllogistic-generalized,single-choice,22_participant_16,71,3761.0,OA3,Tac,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AO,ue,T,g,False,True,2022,False
5691,1226,All;models;managers/No;clerks;managers,No;clerks;models,All;models;clerks|All;clerks;models|No;models;clerks|No;clerks;models|Some;models;clerks|Some;clerks;models|Some not;models;clerks|Some not;clerks;models|Most;models;clerks|Most;clerks;models|Most not;models;clerks|Most not;clerks;models|NVC,syllogistic-generalized,single-choice,22_participant_16,73,5355.0,AE3,Eca,male,bachelors,10,70,91,76,yes,Another way of looking at it is analysts=joggers so on the second line if this is the case then you can replace joggers with analysts so that Some analysts are potters,no,34,91,55,yes,Wow this certainly takes great concentration and I found it very challenging,No I haven't,2,AE,uu,E,u,True,True,2022,False
