,Unnamed: 0,task,response,choices,domain,response_type,id,sequence,rt,enc_task,enc_response,gender,education,guessed,task_opinion1,effort_finding_answer,like_syllog,strategy,strategy_description,quantifier_most,tired,attentive,certain,serious_participation,study_comment,similar_experiments,session,syl_group,syl_type,resp_group,resp_type,correct,valid,year,generalized
3152,3152,Most;hunters;athletes/Some not;lawyers;hunters,Most;lawyers;athletes,All;athletes;lawyers|All;lawyers;athletes|No;athletes;lawyers|No;lawyers;athletes|Some;athletes;lawyers|Some;lawyers;athletes|Some not;athletes;lawyers|Some not;lawyers;athletes|Most;athletes;lawyers|Most;lawyers;athletes|Most not;athletes;lawyers|Most not;lawyers;athletes|NVC,syllogistic-generalized,single-choice,21_participant_28,127,7924.0,TO2,Tca,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,OT,ge,T,g,False,False,2021,True
3161,3161,Most not;therapists;climbers/No;climbers;skaters,Most;therapists;skaters,All;therapists;skaters|All;skaters;therapists|No;therapists;skaters|No;skaters;therapists|Some;therapists;skaters|Some;skaters;therapists|Some not;therapists;skaters|Some not;skaters;therapists|Most;therapists;skaters|Most;skaters;therapists|Most not;therapists;skaters|Most not;skaters;therapists|NVC,syllogistic-generalized,single-choice,21_participant_28,136,48392.0,DE1,Tac,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,ED,ug,T,g,False,False,2021,True
3162,3162,Some;cyclists;students/Most not;buyers;students,Some;buyers;cyclists,All;cyclists;buyers|All;buyers;cyclists|No;cyclists;buyers|No;buyers;cyclists|Some;cyclists;buyers|Some;buyers;cyclists|Some not;cyclists;buyers|Some not;buyers;cyclists|Most;cyclists;buyers|Most;buyers;cyclists|Most not;cyclists;buyers|Most not;buyers;cyclists|NVC,syllogistic-generalized,single-choice,21_participant_28,137,20721.0,ID3,Ica,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,ID,ge,I,e,False,False,2021,True
3163,3163,Most not;swimmers;cooks/Most not;mayors;swimmers,Some;cooks;mayors,All;cooks;mayors|All;mayors;cooks|No;cooks;mayors|No;mayors;cooks|Some;cooks;mayors|Some;mayors;cooks|Some not;cooks;mayors|Some not;mayors;cooks|Most;cooks;mayors|Most;mayors;cooks|Most not;cooks;mayors|Most not;mayors;cooks|NVC,syllogistic-generalized,single-choice,21_participant_28,138,29313.0,DD2,Iac,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,DD,gg,I,e,False,False,2021,True
3165,3165,Most not;assistants;farmers/Some not;farmers;scholars,Some;assistants;scholars,All;assistants;scholars|All;scholars;assistants|No;assistants;scholars|No;scholars;assistants|Some;assistants;scholars|Some;scholars;assistants|Some not;assistants;scholars|Some not;scholars;assistants|Most;assistants;scholars|Most;scholars;assistants|Most not;assistants;scholars|Most not;scholars;assistants|NVC,syllogistic-generalized,single-choice,21_participant_28,140,4287.0,DO1,Iac,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,OD,ge,I,e,False,False,2021,True
3166,3166,All;gamblers;bakers/Most;gamblers;sculptors,Most;bakers;sculptors,All;bakers;sculptors|All;sculptors;bakers|No;bakers;sculptors|No;sculptors;bakers|Some;bakers;sculptors|Some;sculptors;bakers|Some not;bakers;sculptors|Some not;sculptors;bakers|Most;bakers;sculptors|Most;sculptors;bakers|Most not;bakers;sculptors|Most not;sculptors;bakers|NVC,syllogistic-generalized,single-choice,21_participant_28,141,7233.0,AT4,Tac,female,bachelors,8,80,100,83,yes,"I tried to remove the negatives to make only positive statements. 
Ex: Most cats are not fish.
I changed that sentence to some cats ARE fish",no,40,100,70,yes,It would have been nice to know how well I did with the answers so that I could improve for the next time...though I suppose that may be the point of this experiment,Just part 1 and 2 of this same experiment,3,AT,ug,T,g,False,True,2021,True
3170,3170,No;auditors;cleaners/Most not;painters;cleaners,Some;painters;auditors,All;auditors;painters|All;painters;auditors|No;auditors;painters|No;painters;auditors|Some;auditors;painters|Some;painters;auditors|Some not;auditors;painters|Some not;painters;auditors|Most;auditors;painters|Most;painters;auditors|Most not;auditors;painters|Most not;painters;auditors|NVC,syllogistic-generalized,single-choice,21_participant_29,2,29062.0,ED3,Ica,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ED,ug,I,e,False,False,2021,True
3171,3171,Most not;counselors;riders/Some not;joggers;riders,Some;counselors;joggers,All;counselors;joggers|All;joggers;counselors|No;counselors;joggers|No;joggers;counselors|Some;counselors;joggers|Some;joggers;counselors|Some not;counselors;joggers|Some not;joggers;counselors|Most;counselors;joggers|Most;joggers;counselors|Most not;counselors;joggers|Most not;joggers;counselors|NVC,syllogistic-generalized,single-choice,21_participant_29,3,14756.0,DO3,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,OD,ge,I,e,False,False,2021,True
3172,3172,Most not;farmers;scholars/Most;farmers;assistants,Some;scholars;assistants,All;scholars;assistants|All;assistants;scholars|No;scholars;assistants|No;assistants;scholars|Some;scholars;assistants|Some;assistants;scholars|Some not;scholars;assistants|Some not;assistants;scholars|Most;scholars;assistants|Most;assistants;scholars|Most not;scholars;assistants|Most not;assistants;scholars|NVC,syllogistic-generalized,single-choice,21_participant_29,4,21693.0,DT4,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,I,e,False,True,2021,True
3179,3179,Some;hunters;lawyers/Most;lawyers;athletes,Some;athletes;hunters,All;hunters;athletes|All;athletes;hunters|No;hunters;athletes|No;athletes;hunters|Some;hunters;athletes|Some;athletes;hunters|Some not;hunters;athletes|Some not;athletes;hunters|Most;hunters;athletes|Most;athletes;hunters|Most not;hunters;athletes|Most not;athletes;hunters|NVC,syllogistic-generalized,single-choice,21_participant_29,11,17220.0,IT1,Ica,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,IT,ge,I,e,False,False,2021,True
3180,3180,Most not;therapists;skaters/Most;skaters;climbers,Some;therapists;climbers,All;therapists;climbers|All;climbers;therapists|No;therapists;climbers|No;climbers;therapists|Some;therapists;climbers|Some;climbers;therapists|Some not;therapists;climbers|Some not;climbers;therapists|Most;therapists;climbers|Most;climbers;therapists|Most not;therapists;climbers|Most not;climbers;therapists|NVC,syllogistic-generalized,single-choice,21_participant_29,12,9126.0,DT1,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,I,e,False,False,2021,True
3182,3182,All;managers;models/Most not;models;clerks,Some not;managers;clerks,All;managers;clerks|All;clerks;managers|No;managers;clerks|No;clerks;managers|Some;managers;clerks|Some;clerks;managers|Some not;managers;clerks|Some not;clerks;managers|Most;managers;clerks|Most;clerks;managers|Most not;managers;clerks|Most not;clerks;managers|NVC,syllogistic-generalized,single-choice,21_participant_29,14,16072.0,AD1,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,AD,ug,O,e,False,False,2021,True
3183,3183,Most;students;cyclists/Some not;students;buyers,Some not;cyclists;buyers,All;cyclists;buyers|All;buyers;cyclists|No;cyclists;buyers|No;buyers;cyclists|Some;cyclists;buyers|Some;buyers;cyclists|Some not;cyclists;buyers|Some not;buyers;cyclists|Most;cyclists;buyers|Most;buyers;cyclists|Most not;cyclists;buyers|Most not;buyers;cyclists|NVC,syllogistic-generalized,single-choice,21_participant_29,15,8814.0,TO4,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,OT,ge,O,e,False,False,2021,True
3184,3184,No;painters;cleaners/Most;painters;auditors,No;cleaners;auditors,All;cleaners;auditors|All;auditors;cleaners|No;cleaners;auditors|No;auditors;cleaners|Some;cleaners;auditors|Some;auditors;cleaners|Some not;cleaners;auditors|Some not;auditors;cleaners|Most;cleaners;auditors|Most;auditors;cleaners|Most not;cleaners;auditors|Most not;auditors;cleaners|NVC,syllogistic-generalized,single-choice,21_participant_29,16,32249.0,ET4,Eac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ET,ug,E,u,False,True,2021,True
3185,3185,Most not;counselors;riders/Some not;counselors;joggers,Some not;riders;joggers,All;riders;joggers|All;joggers;riders|No;riders;joggers|No;joggers;riders|Some;riders;joggers|Some;joggers;riders|Some not;riders;joggers|Some not;joggers;riders|Most;riders;joggers|Most;joggers;riders|Most not;riders;joggers|Most not;joggers;riders|NVC,syllogistic-generalized,single-choice,21_participant_29,17,7215.0,DO4,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,OD,ge,O,e,False,False,2021,True
3186,3186,No;dentists;lifeguards/Most not;plumbers;dentists,Some not;lifeguards;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|Most;lifeguards;plumbers|Most;plumbers;lifeguards|Most not;lifeguards;plumbers|Most not;plumbers;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_29,18,40566.0,ED2,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ED,ug,O,e,False,False,2021,True
3190,3190,All;poets;skaters/Most not;miners;skaters,Most not;poets;miners,All;poets;miners|All;miners;poets|No;poets;miners|No;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|Most;poets;miners|Most;miners;poets|Most not;poets;miners|Most not;miners;poets|NVC,syllogistic-generalized,single-choice,21_participant_29,22,24327.0,AD3,Dac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,AD,ug,D,g,False,True,2021,True
3191,3191,Most;planners;surfers/No;surfers;artists,Most not;artists;planners,All;planners;artists|All;artists;planners|No;planners;artists|No;artists;planners|Some;planners;artists|Some;artists;planners|Some not;planners;artists|Some not;artists;planners|Most;planners;artists|Most;artists;planners|Most not;planners;artists|Most not;artists;planners|NVC,syllogistic-generalized,single-choice,21_participant_29,23,36391.0,TE1,Dca,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ET,ug,D,g,False,True,2021,True
3192,3192,Some;artists;surfers/Most not;planners;artists,Some;surfers;planners,All;surfers;planners|All;planners;surfers|No;surfers;planners|No;planners;surfers|Some;surfers;planners|Some;planners;surfers|Some not;surfers;planners|Some not;planners;surfers|Most;surfers;planners|Most;planners;surfers|Most not;surfers;planners|Most not;planners;surfers|NVC,syllogistic-generalized,single-choice,21_participant_29,24,8493.0,ID2,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ID,ge,I,e,False,False,2021,True
3195,3195,Most;butchers;tutors/Most not;tutors;packers,Most not;butchers;packers,All;butchers;packers|All;packers;butchers|No;butchers;packers|No;packers;butchers|Some;butchers;packers|Some;packers;butchers|Some not;butchers;packers|Some not;packers;butchers|Most;butchers;packers|Most;packers;butchers|Most not;butchers;packers|Most not;packers;butchers|NVC,syllogistic-generalized,single-choice,21_participant_29,27,20199.0,TD1,Dac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,D,g,False,False,2021,True
3197,3197,Most not;sailors;potters/All;chemists;sailors,Most not;chemists;potters,All;potters;chemists|All;chemists;potters|No;potters;chemists|No;chemists;potters|Some;potters;chemists|Some;chemists;potters|Some not;potters;chemists|Some not;chemists;potters|Most;potters;chemists|Most;chemists;potters|Most not;potters;chemists|Most not;chemists;potters|NVC,syllogistic-generalized,single-choice,21_participant_29,29,17120.0,DA2,Dca,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,AD,ug,D,g,False,False,2021,True
3198,3198,Most;agents;secretaries/No;agents;brokers,No;brokers;secretaries,All;secretaries;brokers|All;brokers;secretaries|No;secretaries;brokers|No;brokers;secretaries|Some;secretaries;brokers|Some;brokers;secretaries|Some not;secretaries;brokers|Some not;brokers;secretaries|Most;secretaries;brokers|Most;brokers;secretaries|Most not;secretaries;brokers|Most not;brokers;secretaries|NVC,syllogistic-generalized,single-choice,21_participant_29,30,43392.0,TE4,Eca,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ET,ug,E,u,False,True,2021,True
3199,3199,Most not;boxers;dancers/Most;typists;dancers,Some;boxers;typists,All;boxers;typists|All;typists;boxers|No;boxers;typists|No;typists;boxers|Some;boxers;typists|Some;typists;boxers|Some not;boxers;typists|Some not;typists;boxers|Most;boxers;typists|Most;typists;boxers|Most not;boxers;typists|Most not;typists;boxers|NVC,syllogistic-generalized,single-choice,21_participant_29,31,10229.0,DT3,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,I,e,False,False,2021,True
3201,3201,Most;brewers;porters/Most not;judges;brewers,Some;judges;porters,All;porters;judges|All;judges;porters|No;porters;judges|No;judges;porters|Some;porters;judges|Some;judges;porters|Some not;porters;judges|Some not;judges;porters|Most;porters;judges|Most;judges;porters|Most not;porters;judges|Most not;judges;porters|NVC,syllogistic-generalized,single-choice,21_participant_29,33,17899.0,TD2,Ica,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,I,e,False,False,2021,True
3202,3202,Some not;skaters;miners/Most;miners;poets,Some not;skaters;poets,All;skaters;poets|All;poets;skaters|No;skaters;poets|No;poets;skaters|Some;skaters;poets|Some;poets;skaters|Some not;skaters;poets|Some not;poets;skaters|Most;skaters;poets|Most;poets;skaters|Most not;skaters;poets|Most not;poets;skaters|NVC,syllogistic-generalized,single-choice,21_participant_29,34,19366.0,OT1,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,OT,ge,O,e,False,False,2021,True
3205,3205,No;barbers;jugglers/Most;investors;barbers,Some not;investors;jugglers,All;jugglers;investors|All;investors;jugglers|No;jugglers;investors|No;investors;jugglers|Some;jugglers;investors|Some;investors;jugglers|Some not;jugglers;investors|Some not;investors;jugglers|Most;jugglers;investors|Most;investors;jugglers|Most not;jugglers;investors|Most not;investors;jugglers|NVC,syllogistic-generalized,single-choice,21_participant_29,37,32302.0,ET2,Oca,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ET,ug,O,e,True,True,2021,True
3208,3208,Most not;judges;porters/Some;brewers;judges,Some not;porters;brewers,All;porters;brewers|All;brewers;porters|No;porters;brewers|No;brewers;porters|Some;porters;brewers|Some;brewers;porters|Some not;porters;brewers|Some not;brewers;porters|Most;porters;brewers|Most;brewers;porters|Most not;porters;brewers|Most not;brewers;porters|NVC,syllogistic-generalized,single-choice,21_participant_29,40,12539.0,DI2,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ID,ge,O,e,False,False,2021,True
3209,3209,All;golfers;bankers/Most not;teachers;golfers,Most not;bankers;teachers,All;bankers;teachers|All;teachers;bankers|No;bankers;teachers|No;teachers;bankers|Some;bankers;teachers|Some;teachers;bankers|Some not;bankers;teachers|Some not;teachers;bankers|Most;bankers;teachers|Most;teachers;bankers|Most not;bankers;teachers|Most not;teachers;bankers|NVC,syllogistic-generalized,single-choice,21_participant_29,41,8133.0,AD2,Dac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,AD,ug,D,g,False,False,2021,True
3210,3210,Some;dentists;lifeguards/Most not;dentists;plumbers,Some not;lifeguards;plumbers,All;lifeguards;plumbers|All;plumbers;lifeguards|No;lifeguards;plumbers|No;plumbers;lifeguards|Some;lifeguards;plumbers|Some;plumbers;lifeguards|Some not;lifeguards;plumbers|Some not;plumbers;lifeguards|Most;lifeguards;plumbers|Most;plumbers;lifeguards|Most not;lifeguards;plumbers|Most not;plumbers;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_29,42,15495.0,ID4,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ID,ge,O,e,False,False,2021,True
3211,3211,Some not;models;managers/Most not;clerks;managers,Some not;models;clerks,All;models;clerks|All;clerks;models|No;models;clerks|No;clerks;models|Some;models;clerks|Some;clerks;models|Some not;models;clerks|Some not;clerks;models|Most;models;clerks|Most;clerks;models|Most not;models;clerks|Most not;clerks;models|NVC,syllogistic-generalized,single-choice,21_participant_29,43,22172.0,OD3,Oac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,OD,ge,O,e,False,False,2021,True
3213,3213,No;runners;scientists/Most;scientists;chefs,Most not;chefs;runners,All;runners;chefs|All;chefs;runners|No;runners;chefs|No;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|Most;runners;chefs|Most;chefs;runners|Most not;runners;chefs|Most not;chefs;runners|NVC,syllogistic-generalized,single-choice,21_participant_29,45,42594.0,ET1,Dca,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,ET,ug,D,g,False,True,2021,True
3215,3215,Some;mayors;swimmers/Most;cooks;swimmers,Some;cooks;mayors,All;mayors;cooks|All;cooks;mayors|No;mayors;cooks|No;cooks;mayors|Some;mayors;cooks|Some;cooks;mayors|Some not;mayors;cooks|Some not;cooks;mayors|Most;mayors;cooks|Most;cooks;mayors|Most not;mayors;cooks|Most not;cooks;mayors|NVC,syllogistic-generalized,single-choice,21_participant_29,47,23521.0,IT3,Ica,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,IT,ge,I,e,False,False,2021,True
3216,3216,Most;gamblers;sculptors/Most not;gamblers;bakers,Most not;sculptors;bakers,All;sculptors;bakers|All;bakers;sculptors|No;sculptors;bakers|No;bakers;sculptors|Some;sculptors;bakers|Some;bakers;sculptors|Some not;sculptors;bakers|Some not;bakers;sculptors|Most;sculptors;bakers|Most;bakers;sculptors|Most not;sculptors;bakers|Most not;bakers;sculptors|NVC,syllogistic-generalized,single-choice,21_participant_29,48,10756.0,TD4,Dac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,TD,gg,D,g,False,True,2021,True
3217,3217,All;painters;workers/Most;actors;workers,Some;painters;actors,All;painters;actors|All;actors;painters|No;painters;actors|No;actors;painters|Some;painters;actors|Some;actors;painters|Some not;painters;actors|Some not;actors;painters|Most;painters;actors|Most;actors;painters|Most not;painters;actors|Most not;actors;painters|NVC,syllogistic-generalized,single-choice,21_participant_29,49,24772.0,AT3,Iac,female,masters,10,70,85,80,yes,"Yes - I tried to use the logic that if all analysts are joggers, then all joggers are analysts, so some analysts are potters",no,0,95,75,yes,,,1,AT,ug,I,e,False,False,2021,True
3220,3220,Most not;florists;soldiers/Some not;editors;florists,Some not;soldiers;editors,All;soldiers;editors|All;editors;soldiers|No;soldiers;editors|No;editors;soldiers|Some;soldiers;editors|Some;editors;soldiers|Some not;soldiers;editors|Some not;editors;soldiers|Most;soldiers;editors|Most;editors;soldiers|Most not;soldiers;editors|Most not;editors;soldiers|NVC,syllogistic-generalized,single-choice,21_participant_29,52,9880.0,DO2,Oac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OD,ge,O,e,False,False,2021,True
3223,3223,Some;scientists;runners/Most;scientists;chefs,Some;chefs;runners,All;runners;chefs|All;chefs;runners|No;runners;chefs|No;chefs;runners|Some;runners;chefs|Some;chefs;runners|Some not;runners;chefs|Some not;chefs;runners|Most;runners;chefs|Most;chefs;runners|Most not;runners;chefs|Most not;chefs;runners|NVC,syllogistic-generalized,single-choice,21_participant_29,55,10373.0,IT4,Ica,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,IT,ge,I,e,False,False,2021,True
3225,3225,Most;auditors;painters/Some;cleaners;painters,Some;auditors;cleaners,All;auditors;cleaners|All;cleaners;auditors|No;auditors;cleaners|No;cleaners;auditors|Some;auditors;cleaners|Some;cleaners;auditors|Some not;auditors;cleaners|Some not;cleaners;auditors|Most;auditors;cleaners|Most;cleaners;auditors|Most not;auditors;cleaners|Most not;cleaners;auditors|NVC,syllogistic-generalized,single-choice,21_participant_29,57,8095.0,TI3,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,IT,ge,I,e,False,False,2021,True
3226,3226,Most not;skaters;poets/Most not;skaters;miners,Some;poets;miners,All;poets;miners|All;miners;poets|No;poets;miners|No;miners;poets|Some;poets;miners|Some;miners;poets|Some not;poets;miners|Some not;miners;poets|Most;poets;miners|Most;miners;poets|Most not;poets;miners|Most not;miners;poets|NVC,syllogistic-generalized,single-choice,21_participant_29,58,11314.0,DD4,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,DD,gg,I,e,False,False,2021,True
3230,3230,Most not;lifeguards;plumbers/Most not;plumbers;dentists,Some;lifeguards;dentists,All;lifeguards;dentists|All;dentists;lifeguards|No;lifeguards;dentists|No;dentists;lifeguards|Some;lifeguards;dentists|Some;dentists;lifeguards|Some not;lifeguards;dentists|Some not;dentists;lifeguards|Most;lifeguards;dentists|Most;dentists;lifeguards|Most not;lifeguards;dentists|Most not;dentists;lifeguards|NVC,syllogistic-generalized,single-choice,21_participant_29,62,4756.0,DD1,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,DD,gg,I,e,False,False,2021,True
3232,3232,Most;soldiers;editors/No;florists;editors,Some not;soldiers;florists,All;soldiers;florists|All;florists;soldiers|No;soldiers;florists|No;florists;soldiers|Some;soldiers;florists|Some;florists;soldiers|Some not;soldiers;florists|Some not;florists;soldiers|Most;soldiers;florists|Most;florists;soldiers|Most not;soldiers;florists|Most not;florists;soldiers|NVC,syllogistic-generalized,single-choice,21_participant_29,64,34099.0,TE3,Oac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,ET,ug,O,e,True,True,2021,True
3234,3234,Most;singers;pilots/All;tailors;singers,Most;tailors;pilots,All;pilots;tailors|All;tailors;pilots|No;pilots;tailors|No;tailors;pilots|Some;pilots;tailors|Some;tailors;pilots|Some not;pilots;tailors|Some not;tailors;pilots|Most;pilots;tailors|Most;tailors;pilots|Most not;pilots;tailors|Most not;tailors;pilots|NVC,syllogistic-generalized,single-choice,21_participant_29,66,7509.0,TA2,Tca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,AT,ug,T,g,False,False,2021,True
3238,3238,Some not;engineers;campers/Most;fencers;campers,Some;engineers;fencers,All;engineers;fencers|All;fencers;engineers|No;engineers;fencers|No;fencers;engineers|Some;engineers;fencers|Some;fencers;engineers|Some not;engineers;fencers|Some not;fencers;engineers|Most;engineers;fencers|Most;fencers;engineers|Most not;engineers;fencers|Most not;fencers;engineers|NVC,syllogistic-generalized,single-choice,21_participant_29,70,8002.0,OT3,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,OT,ge,I,e,False,False,2021,True
3239,3239,Most not;assistants;farmers/Most not;scholars;farmers,Some;assistants;scholars,All;assistants;scholars|All;scholars;assistants|No;assistants;scholars|No;scholars;assistants|Some;assistants;scholars|Some;scholars;assistants|Some not;assistants;scholars|Some not;scholars;assistants|Most;assistants;scholars|Most;scholars;assistants|Most not;assistants;scholars|Most not;scholars;assistants|NVC,syllogistic-generalized,single-choice,21_participant_29,71,6277.0,DD3,Iac,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,DD,gg,I,e,False,False,2021,True
3243,3243,Most not;scholars;farmers/No;assistants;scholars,No;assistants;farmers,All;farmers;assistants|All;assistants;farmers|No;farmers;assistants|No;assistants;farmers|Some;farmers;assistants|Some;assistants;farmers|Some not;farmers;assistants|Some not;assistants;farmers|Most;farmers;assistants|Most;assistants;farmers|Most not;farmers;assistants|Most not;assistants;farmers|NVC,syllogistic-generalized,single-choice,21_participant_29,75,22923.0,DE2,Eca,female,masters,6,75,95,75,yes,"Same as yesterday, I replaced the term in my head, so in the provided example, I thought - ""all analysts are potters""",no,1,99,85,yes,,,2,ED,ug,E,u,False,False,2021,True
